Hash_ID,Vector,Focus_Area,Tier,Source,Date,Title,Snippet,Link
adb5da8237f9bedfe5204f05725930f8,Historical_Ritual_Correlation,Pattern_Recognition,Alt_Intel,wikileaks.org,2010-06-16,RUS/RUSSIA/FORMER SOVIET UNION,"MTS plans to close the bid book on Tuesday.BofA - Merrill Lynch, Credit Suisse and RBS are arranging the placement.*** AKADO BOOSTS REVENUE ...",https://wikileaks.org/gifiles/docs/82/829714_rus-russia-former-soviet-union-.html
084b27391f2d34e605af9e130fe54dd7,Historical_Ritual_Correlation,Pattern_Recognition,Alt_Intel,wikileaks.org,2010-06-17,RUS/RUSSIA/FORMER SOVIET UNION,"to close the bid book on Tuesday.BofA - Merrill Lynch, Credit Suisse and. RBS are arranging the placement.*** AKADO BOOSTS REVENUE 14% TO 8.9 ...",https://wikileaks.org/gifiles/docs/80/800886_rus-russia-former-soviet-union-.html
cf71001a88a5f5d0c6d50ad8ac44c49a,Historical_Ritual_Correlation,Pattern_Recognition,Institutional_Data,sec.gov,2025-07-29,424B4,"The underwriters expect to deliver the shares of common stock to purchasers on or about July 31, 2025. BofA Securities, UBS Investment Bank.",https://www.sec.gov/Archives/edgar/data/1500412/000119312525169401/d377490d424b4.htm
4a3f2b9df9286f81347e09f1be31a12e,Historical_Ritual_Correlation,Pattern_Recognition,Tech_Sovereign,scmp.com,2025-09-14,the US market rally narrative is loaded with risks,"... BofA Global Research, which has a year-end target of 6,300 for the S&P 500, about 4 per cent below its current level. Carey Hall said the ...",https://www.scmp.com/business/banking-finance/article/3325465/stock-bulls-everywhere-beware-us-market-rally-narrative-loaded-risks
1cd48dcdf404908c6d327b64db70c9b3,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-20,Mercedes Ruehl,"The Davos set in decline: can the World Economic Forum save itself? Battered by scandal, the Swiss organisation behind the annual summit faces a moment of ...",https://www.ft.com/mercedes-ruehl
b216e8c785052e2de5837c919f778e98,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-22,UK public policy,"Monday, 19 January 2026 Hard Rock Hotel Davos, Tobelmühlestrasse, Davos, Switzerland. Explore all events. Useful links. Support. View Site TipsHelp Centre ...",https://www.ft.com/uk-public-policy
59b3eef0cec6c05965547ffe1213c326,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-17,Sergey Brin,News in-depthWorld Economic Forum in Davos · Tech leaders at Davos fret over effect of AI on jobs · Silicon Valley fears vilification like bankers for ...,https://www.ft.com/stream/30cb2ac2-7afb-4288-9332-3a9f364def6b
3d228499789843c30f6c58cdb3aa057b,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-18,Cyber Security,"Get the latest news, analysis and opinion on Cyber Security.",https://www.ft.com/cyber-security
890b760ce8cb90bafcbd8452441f0263,Insider_Coordination_Rumors,Communications,Financial_Deep,wsj.com,2025-12-21,"Europe - Latest News, Investigations and Analysis",The latest news from around the world by Wall Street Journal reporters on the ground.,https://www.wsj.com/world/europe?page=7
10fd912792468212690c95282ab8c4dc,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-23,Sexual misconduct allegations,'A family enterprise': WEF founder Klaus Schwab on alleged wrongdoing at Davos · World Economic Forum's ousted leader files for defamation after 'stupid and ...,https://www.ft.com/sexual-misconduct-allegations
9a474b0efdb1129710814086ded1a8df,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-25,Middle Eastern politics & society,"Get the latest news, analysis and opinion on Middle Eastern politics & society.",https://www.ft.com/middle-eastern-politics-society
efeab6679e2bafd9f56db22b99508d8d,Insider_Coordination_Rumors,Communications,Financial_Deep,video-api.wsj.com,2025-12-17,The Journal.,to change the way Americans buy and sell homes by encouraging sellers to list their homes privately when they first hit the market. That strategy is challenging ...,https://video-api.wsj.com/podcast/rss/wsj/the-journal
45fc84db26021bb09808ee79447aed39,Insider_Coordination_Rumors,Communications,Tech_Sovereign,scmp.com,2025-12-17,"Frank Chen: Latest Articles, Analysis and Profile",'Summer Davos' panel mulls US economy secret sauce: did China crack the recipe? The World Economic Forum's 16th Annual Meeting of the New Champions has ...,https://www.scmp.com/author/frank-chen
8abe7112d05563c3f877c351e85f5a32,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-15,The Trump back channel: how diplomacy works in ...,"Rather than use the traditional policy process, foreign governments are dealing with the handful of envoys who appear to have the president's ear.",https://www.ft.com/content/05bdc758-7d2e-46bc-bba8-f5858e9b3ad7
1818227c2c7232fb86d5e61d3407b88a,Insider_Coordination_Rumors,Communications,Financial_Deep,bloomberg.com,2025-12-18,Oil Prices Set to Be Pushed Lower in 2026 by Global Glut,"There's a record 1.4 billion barrels of crude currently on the world's oceans, pushing down benchmark prices and sending gasoline under $3 a gallon at the ...",https://www.bloomberg.com/graphics/2025-global-oil-supply-prices/
36b910ceee860dd5411cc7c4d25d9b4f,Insider_Coordination_Rumors,Communications,Financial_Deep,ft.com,2025-12-18,Abigail Hauslohner,"Rather than use the traditional policy process, foreign governments are dealing with the handful of envoys who appear to have the president's ear.",https://www.ft.com/stream/bd57c14b-d60e-42e3-964d-455e5a43d3f6
e31e11eff540fba06462b8f455c836cc,Insider_Coordination_Rumors,Communications,Financial_Deep,wsj.com,2025-12-15,"Europe - Latest News, Investigations and Analysis","Back-channel contacts, direct diplomacy and a multibillion-dollar weapons deal helped align the U.S. and Europe on arming Ukraine. ... Gulf Between U.S. and ...",https://www.wsj.com/world/europe?page=9
d73eb2a59646536bc3aa2d2ef2af5bdd,Insider_Coordination_Rumors,Communications,Financial_Deep,wsj.com,2025-12-19,"How Putin Got His Preferred U.S. Envoy: Come Alone, No ...","Saudi Arabia had for years been offering the U.S. to help negotiate a peace deal in Ukraine, hoping to end a conflict that has roiled energy markets and ...",https://www.wsj.com/world/putin-witkoff-russia-envoy-04da229d
113cf9c8e421d06bb7ee59b25e6ce391,Insider_Coordination_Rumors,Communications,Financial_Deep,seekingalpha.com,2025-12-23,Politics And The Markets 12/24/25,"... media outlets as “disinformation.” Let's take a look at the full statement ... Every single ""BREAKING"" claim about the Epstein documents about Trump has been out ...",https://seekingalpha.com/article/4852428-politics-and-the-markets-122425
96719d2a606a4254fb296be1b2ded837,Insider_Coordination_Rumors,Communications,Financial_Deep,seekingalpha.com,2025-12-16,Politics And The Markets 12/16/25,"... [Epstein's] plane…he's on the manifest. They were, you know, sort of young ... And when people would say terrible things to me on social media about him, I said, ' ...",https://seekingalpha.com/article/4852418-politics-and-the-markets-121625
96bef578974cb5ba0ec80db118ab0be7,Insider_Coordination_Rumors,Communications,Institutional_Data,reports.adviserinfo.sec.gov,2025-12-15,FORM ADV,You may need to list more than one portal address. Do not provide the addresses of websites or accounts on publicly available social media platforms where you ...,https://reports.adviserinfo.sec.gov/reports/ADV/104518/PDF/104518.pdf
efd461dc176c09ef010eaa574eff0fa6,Insider_Coordination_Rumors,Communications,Financial_Deep,markets.ft.com,2025-12-19,Company Announcement - Markets data,... whistleblower submissions and related rewards; continued market integrity ... SEC's website at www.sec.gov for a more complete discussion of such risk ...,https://markets.ft.com/data/announce/detail?dockey=1330-9605409en-3EQA2CTKOE86QL9TAPD3BCGRKN
eca9f636bef8fb20e365e498efe115dd,Insider_Coordination_Rumors,Communications,Institutional_Data,sec.gov,2025-12-17,Danh C. Vo,"SEC Charges Individual with Misappropriating $48.5 Million in Bitcoin Mining Investment Scheme. On December 17, 2025, the Securities and Exchange Commission ...",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26448
4f1e0b8ddaf1023239bd9961b35cb865,Insider_Coordination_Rumors,Communications,Institutional_Data,sec.gov,2025-12-23,Bryan Scott McMillan,"SEC Obtains Final Judgment as to Texas Resident Charged with Insider Trading. On December 22, 2025, the U.S. District Court for the Northern District of Texas ...",https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26454
ad2c98af606fdcd49626ca85e2275e35,Insider_Coordination_Rumors,Communications,Institutional_Data,sec.gov,2025-12-23,Litigation Releases | U.S. Securities and Exchange ...,The list below provides links to litigation releases concerning civil actions brought by the Commission in federal court.,https://www.sec.gov/enforcement-litigation/litigation-releases
a103ff0ec9b644ab40a9404ee8bd55b1,Insider_Coordination_Rumors,Communications,Institutional_Data,sec.gov,2025-12-23,securities and exchange commission,The 2025 Convertible Securities are convertible into an applicable series of capital stock or become due and payable upon certain specified conditions or ...,https://www.sec.gov/Archives/edgar/data/1646681/000162828025058773/motive-sx1.htm
63b47c7e203e0e959e6f4d366f9cde10,Insider_Coordination_Rumors,Communications,Institutional_Data,sec.gov,2025-12-17,Administrative Proceedings | U.S. Securities and Exchange ...,"On November 13, 2025, the Commission issued an order lifting the stay and extending dates in the proceedings previously subject to the ...",https://www.sec.gov/enforcement-litigation/administrative-proceedings
78c3ef55d35bb526daf546d7fe2ae019,Insider_Coordination_Rumors,Communications,Institutional_Data,sec.gov,2025-12-22,Newsroom,"SEC Charges Three Purported Crypto Asset Trading Platforms and Four Investment Clubs with Scheme That Targeted Retail Investors on Social Media. Dec. 22, 2025 ...",https://www.sec.gov/newsroom
